squat;perfil;num_perfiles;contacto;dedicacion;ubicacion;duracion;empresa;equipo_asignado;total_inversion;tipo_moneda;destinacion_q
Squat 1;Backend 1;2;Diego Panqueva, Joan Garcia;100 %;Off-site;Q1 2025;MásMóvil;Squads MasStack 2025;0;€;para Q1 de 2025
